,strategy,spy
2023-04-13,0.8858898380862755,1.084483005377037
2023-04-14,0.8858898380862755,1.0818338689878155
2023-04-17,0.8843602060606984,1.0857157630979213
2023-04-18,0.8856409979068715,1.0864239124100874
2023-04-19,0.8890299998761572,1.0862403715066402
2023-04-20,0.8885952026264003,1.080312632672939
2023-04-21,0.8861107325905585,1.0811519741092872
2023-04-24,0.8882211295285942,1.0822797941396272
2023-04-25,0.8812764536159292,1.0650998693041496
2023-04-26,0.8800275784449327,1.060588509138785
2023-04-27,0.8847820393369767,1.0817027569076385
2023-04-28,0.8857925908236541,1.090935272575452
2023-05-01,0.8831335862624651,1.0898337069787496
2023-05-02,0.8800363474234103,1.0775848130268106
2023-05-03,0.8838967117293004,1.0701882667015026
2023-05-04,0.8626671673287735,1.0626081794727478
2023-05-05,0.8856195094915345,1.082279794139627
2023-05-08,0.8856365869788106,1.0825682727336188
2023-05-09,0.8793493341459295,1.077820862797532
2023-05-10,0.8811595236143709,1.0828568313716154
2023-05-11,0.8784328031858555,1.0809683531618348
2023-05-12,0.8810198618348299,1.0795519744934983
2023-05-15,0.8812364532934598,1.0832765020897894
2023-05-16,0.8729102624250398,1.0760373222782964
2023-05-17,0.8833687703903172,1.0890993032329461
2023-05-18,0.884242562247886,1.0995908310552815
2023-05-19,0.8773854727203648,1.0979908314394926
2023-05-22,0.8843377967394537,1.098436756591304
2023-05-23,0.878033270287804,1.0861091793824578
2023-05-24,0.8744633629068232,1.078240533515706
2023-05-25,0.8812042353384891,1.087577986874064
2023-05-26,0.8890357673925396,1.1016628501685088
2023-05-30,0.9016959090946145,1.102082520886683
2023-05-31,0.8870625305975421,1.0959712411495346
2023-06-01,0.9013682231168604,1.106384085714963
2023-06-02,0.906837328771208,1.1223836816528259
2023-06-05,0.9031995799551444,1.1202328992386859
2023-06-06,0.9106756670880295,1.1226721602468177
2023-06-07,0.916417009828162,1.1187902661367117
2023-06-08,0.9479372350769549,1.125557346406761
2023-06-09,0.935337254666679,1.1275769366967188
2023-06-12,0.9400399529552812,1.137806160314695
2023-06-13,0.9400070713417725,1.1453076443305474
2023-06-14,0.9324375241377582,1.146671514131609
2023-06-15,0.9369532597222929,1.1608875695502359
2023-06-16,0.9285635793007874,1.15265168178858
2023-06-20,0.9253953863377169,1.1466715141316088
2023-06-21,0.9189289723197845,1.1407962841651826
2023-06-22,0.9130677234128393,1.1449142280460105
2023-06-23,0.9056857786051044,1.1362586695661805
2023-06-26,0.9117959755454388,1.131616197320639
2023-06-27,0.9219716673280492,1.1440224577863924
2023-06-28,0.9138261372847681,1.1445994950183809
2023-06-29,0.9168946993881487,1.1491107751397405
2023-06-30,0.923472250854329,1.1626711100694713
2023-07-03,0.9212662286372705,1.1640088054809008
2023-07-05,0.9197365626926023,1.1622776937849348
2023-07-06,0.9102172524131988,1.1531762901972984
2023-07-07,0.9238343790022104,1.1502648496037178
2023-07-10,0.9379855201497093,1.1531762901972986
2023-07-11,0.9404797895905852,1.1605203276553315
2023-07-12,0.9453914376006527,1.1698577810136899
2023-07-13,0.9430138115342319,1.179142805548778
2023-07-14,0.9383733953455763,1.1784084018029748
